micro_f1,macro_f1,precision,recall,accuracy,lang,lang_orig,ip_mean,ip_std,ip_median
0.6568627450980392,0.3934166926500391,0.6568627450980392,0.6568627450980392,0.6568627450980392,ms,zsm_Latn,0.49082327763077016,0.09952927604035809,0.4816750348897146
0.6911764705882353,0.4103700132818943,0.6911764705882353,0.6911764705882353,0.6911764705882353,cs,ces_Latn,0.5420196084483961,0.11172146346782602,0.5362537536621091
0.696078431372549,0.3592239489024217,0.696078431372549,0.696078431372549,0.696078431372549,no,nob_Latn,0.5295160979608418,0.10478808303238454,0.5232108387812086
0.1274509803921568,0.0938036050592979,0.1274509803921568,0.1274509803921568,0.1274509803921568,ml,mal_Mlym,0.2495017369158284,0.0590126967028506,0.2463898476195951
0.1764705882352941,0.1730481400763664,0.1764705882352941,0.1764705882352941,0.1764705882352941,as,asm_Beng,0.2364001658100278,0.05528931261253718,0.23091911934851955
0.4509803921568627,0.3595805143030258,0.4509803921568627,0.4509803921568627,0.4509803921568627,ur,urd_Arab,0.33418220765802237,0.07533370015411653,0.3305101916121529
0.7107843137254902,0.3666173770681675,0.7107843137254902,0.7107843137254902,0.7107843137254902,id,ind_Latn,0.5725131582714376,0.10886430652207282,0.5686229804420351
0.7598039215686274,0.3896915390672104,0.7598039215686274,0.7598039215686274,0.7598039215686274,ru,rus_Cyrl,0.7453684926106251,0.15735816017822427,0.7382232644096527
0.6862745098039216,0.3762015688493025,0.6862745098039216,0.6862745098039216,0.6862745098039216,ro,ron_Latn,0.47667086095369987,0.09626317662421219,0.4753136861059796
0.7647058823529411,0.4177967160180534,0.7647058823529411,0.7647058823529411,0.7647058823529411,nl,nld_Latn,0.7225680347918656,0.13837294160148914,0.7158266339024921
0.7254901960784313,0.4347991054129161,0.7254901960784313,0.7254901960784313,0.7254901960784313,vi,vie_Latn,0.5099087603838616,0.10395889171323844,0.5037843782165812
0.1323529411764706,0.0876001688107184,0.1323529411764706,0.1323529411764706,0.1323529411764706,te,tel_Telu,0.2745370469197103,0.06412623219132338,0.27014002769132234
0.4509803921568627,0.4508229502606223,0.4509803921568627,0.4509803921568627,0.4509803921568627,et,est_Latn,0.2909606495239916,0.07240232896784464,0.28626405126223414
0.6911764705882353,0.3502395470752138,0.6911764705882353,0.6911764705882353,0.6911764705882353,ca,cat_Latn,0.4806960290873064,0.09958356078810772,0.4772411841999859
0.696078431372549,0.3309113356246199,0.696078431372549,0.696078431372549,0.696078431372549,it,ita_Latn,0.8120074351498794,0.13340850202952398,0.8032207177446539
0.6911764705882353,0.4056436453450836,0.6911764705882353,0.6911764705882353,0.6911764705882353,ko,kor_Hang,0.6423431507987832,0.12914362821039832,0.6368524634818236
0.7156862745098039,0.4273836292810619,0.7156862745098039,0.7156862745098039,0.7156862745098039,fr,fra_Latn,0.8761157370321151,0.13889166855312712,0.8706260350011057
0.6911764705882353,0.6011153939133127,0.6911764705882353,0.6911764705882353,0.6911764705882353,th,tha_Thai,0.5121074555454554,0.12234882493700573,0.5047890857886048
0.3872549019607843,0.3731891253990631,0.3872549019607843,0.3872549019607843,0.3872549019607843,mr,mar_Deva,0.27716090688253275,0.06192453735111739,0.27110938064252565
0.6078431372549019,0.4823385478279804,0.6078431372549019,0.6078431372549019,0.6078431372549019,hr,hrv_Latn,0.3780314259082148,0.08448106935665291,0.36987870808314693
0.7254901960784313,0.3691758111240674,0.7254901960784313,0.7254901960784313,0.7254901960784313,de,deu_Latn,0.834253281798351,0.13708437357042758,0.8317003854750925
0.7401960784313726,0.5194191707539166,0.7401960784313726,0.7401960784313726,0.7401960784313726,ar,arb_Arab,0.6533238007468591,0.12569998226771675,0.6532059263916185
0.1372549019607843,0.1056248711319232,0.1372549019607843,0.1372549019607843,0.1372549019607843,or,ory_Orya,0.2388785663014493,0.05689499383984865,0.23504517500925587
0.7058823529411765,0.3370276868734091,0.7058823529411765,0.7058823529411765,0.7058823529411765,uk,ukr_Cyrl,0.5557191617709836,0.11987935684469928,0.5447859447156638
0.75,0.4042704992149887,0.75,0.75,0.75,ja,jpn_Jpan,0.7235985095162135,0.14179752872142548,0.7228888457135616
